"userid","id","from_visit","to_visit","place_id","visit_date","visit_type","session","mobile","mobile_ime","ipaddress","latitude","longitude","url_link","network","device","browse1","browse2","visit_count","social","up_count","down_count","web_qry","level","percent"
"CA6ED-7B1B-57A4F",90,"12:50","13:45",8,"2021-12-01",6,38,"7891269199","757193652955976","192.146.96.55","11.4098","79.2560","https://shoppurplehaze.co m/giftloyalty/admin/custo mers/searchcustomer.php","Jio",1,"Firefox","Android Browser",31,"Facebook, Google",12,1,"covid 19 information","Moderate",43.4977578475336
"1458A-BF33-B8424",91,"4:43","5:25",25,"2021-12-04",2,28,"8378841539","758568075794728","192.141.118.210","11.6886","77.6101","http://maqprosoft.co/wine dt-crack/","BSNL",1,"Safari","BlackBerry",46,"Twitter, Instagram, LinkedIn",2,29,"music director appointments","Yes",37.2641509433962
"42373-2D80-364D0",92,"20:26","20:55",3,"2021-12-01",2,27,"6826592916","551609031324661","192.21.255.244","10.5722","79.7106","http://rezwanarefin01.git hub.io/aboutme/","Airtel",2,"Chrome","Safari (in-app)",38,"Whatsapp, Instagram, Snapchat",36,47,"dance master","Yes",34.1463414634146
"BAB50-C0DD-3523D",93,"7:55","8:17",22,"2021-11-27",12,35,"6680325694","349032824488688","192.154.144.78","10.1678","77.1479","http://www.nirsoft.net/ut ils/mozilla_history_view. html","BSNL",1,"Opera","Internet Explorer",39,"Whatsapp",42,24,"vegetables delivery","Moderate",41.8103448275862
"3C431-0504-8BB6C",94,"1:6","1:34",6,"2021-12-04",5,26,"7644983122","923974685319478","192.255.194.66","10.7253","80.3020","https://github.com/surajr /URL-Classification","BSNL",3,"Safari","Chrome",59,"Whatsapp, Youtube",6,4,"villege complaints","Yes",37.4449339207048
"4020A-B6A7-FAA55",95,"18:30","19:7",23,"2021-11-29",1,24,"6263256529","764701507641452","192.51.82.121","11.6344","80.5828","http://www.geocities.com/ can_it_be_sin/index_2.htm l","BSNL",2,"Opera","Internet Explorer",53,"Whatsapp, Google",28,23,"geocities can it be sin","Moderate",44.6511627906977
"BAB50-C0DD-3523D",96,"14:1","14:57",2,"2021-12-06",12,13,"6680325694","349032824488688","192.214.98.248","11.4224","79.5895","http://cnets.indiana.edu/ groups/nan/webtraffic/cli ck-dataset/","Vodafone",1,"Chrome","BlackBerry",65,"Whatsapp",10,2,"medicine shopping","Moderate",41.8103448275862
"BAB50-C0DD-3523D",97,"19:54","20:10",7,"2021-12-01",2,38,"6680325694","349032824488688","192.242.68.81","11.5846","79.7491","https://web.facebook.com/ profile.php?id=1000086450 53781&sk=wall","BSNL",1,"Firefox","Safari (in-app)",54,"Facebook",8,32,"music director appointments","Moderate",41.8103448275862
"CA6ED-7B1B-57A4F",98,"18:18","18:36",8,"2021-11-27",8,31,"7891269199","757193652955976","192.137.0.221","10.7298","78.5104","https://www.youtube.com/w atch?v=bkR__4UH8nY","Airtel",1,"Safari","BlackBerry",52,"Whatsapp, Google, Snapchat",11,38,"rain news in tamilnadu","Moderate",43.4977578475336
"4020A-B6A7-FAA55",99,"9:34","10:18",19,"2021-11-28",1,24,"6263256529","764701507641452","192.5.53.125","10.1517","80.7226","http://www.yaoiluvr.net","Jio",3,"Internet Explorer","Android Browser",50,"Facebook, Google, TikTok",39,39,"yaoiluvr","Moderate",44.6511627906977
"E56CD-C315-7CC77",100,"13:6","13:33",23,"2021-11-28",1,12,"6504744692","309982927235824","192.44.87.38","10.1179","79.1791","http://www.galeon.com/kmh /","Vodafone",2,"Opera","Internet Explorer",56,"Twitter",33,1,"galeon","Yes",31.4159292035398
"C7520-836C-A1472",101,"19:0","19:23",21,"2021-11-29",12,29,"6595035885","858167612619769","192.45.41.1","10.3330","77.2091","http://helpfulhub.com/346 01/","Airtel",2,"Internet Explorer","Android Browser",68,"Whatsapp, Youtube, TikTok",0,20,"vegetables delivery","Moderate",41.3145539906103
"CC4FB-160A-5C245",102,"9:57","10:22",7,"2021-12-01",6,27,"8905366896","111473011332166","192.218.10.248","10.9795","80.5252","http://codeforces.com/con tests/with/Rezwan.Arefin0 1","BSNL",1,"Chrome","BlackBerry",62,"Facebook, Instagram, TikTok",31,19,"cancer speciality hospitals in tamilnadu","Yes",37.1980676328502
"BAB50-C0DD-3523D",103,"13:28","14:6",7,"2021-11-28",1,19,"6680325694","349032824488688","192.189.244.120","10.2348","78.3653","http://members.tripod.com /~cheekokr/enter.html","Jio",1,"Safari","BlackBerry",39,"Whatsapp, Youtube",14,34,"cheekokr","Moderate",41.8103448275862
"CA6ED-7B1B-57A4F",104,"18:36","18:51",12,"2021-12-06",13,22,"7891269199","757193652955976","192.161.76.205","10.6281","77.6013","https://www.quora.com/ans wer","Jio",1,"Chrome","Internet Explorer",65,"Facebook, Youtube, TikTok",29,38,"villege complaints","Moderate",43.4977578475336
"42373-2D80-364D0",105,"16:18","17:3",5,"2021-12-06",3,23,"6826592916","551609031324661","192.122.28.39","10.1204","77.3824","https://csacademy.com/con test/round-68/","BSNL",2,"Opera","Internet Explorer",32,"Twitter",5,27,"marketing agencies","Yes",34.1463414634146
"BAB50-C0DD-3523D",106,"7:11","8:8",5,"2021-12-01",7,35,"6680325694","349032824488688","192.194.81.110","11.8294","78.4110","https://www.linkedin.com/ in/md-ashif","BSNL",2,"Opera","UC Browser",44,"Twitter, Youtube, TikTok",45,49,"linkdin for kids info","Moderate",41.8103448275862
"C7520-836C-A1472",107,"12:56","13:24",4,"2021-12-02",7,26,"6595035885","858167612619769","192.137.24.70","11.5694","79.7554","http://noesis.ikor.org/da tasets/link-prediction","Vodafone",1,"Internet Explorer","Android Browser",38,"Whatsapp, Instagram",3,22,"online ebooks","Moderate",41.3145539906103
"42373-2D80-364D0",108,"13:49","14:14",25,"2021-12-02",3,40,"6826592916","551609031324661","192.47.1.152","10.6680","78.1336","https://web.facebook.com/ events/561372077532093/?a ctive_tab=about","BSNL",1,"Safari","UC Browser",54,"Facebook, Instagram, LinkedIn",18,29,"online shopping ","Yes",34.1463414634146
"4020A-B6A7-FAA55",109,"2:19","3:15",11,"2021-12-04",5,17,"6263256529","764701507641452","192.124.213.118","11.3688","80.5220","https://www.floydhub.com/ shawon100/projects/screen shot-to-code-in-keras/","Jio",3,"Safari","UC Browser",55,"Whatsapp, Instagram",27,31,"villege complaints","Moderate",44.6511627906977
"3C431-0504-8BB6C",110,"3:27","4:2",15,"2021-11-28",13,18,"7644983122","923974685319478","192.198.149.105","10.9169","78.4798","https://talk.turtlerockst udios.com/t/websites-with -longest-gifs/103436/8","Vodafone",1,"Chrome","Android Browser",61,"Facebook",45,16,"villege complaints","Yes",37.4449339207048
"CC4FB-160A-5C245",111,"9:2","9:13",10,"2021-11-28",1,37,"8905366896","111473011332166","192.62.202.202","10.8961","79.7675","http://www.orchidveil.net /trapdoor/","Airtel",3,"Safari","Safari (in-app)",36,"Twitter",30,47,"orchideil","Yes",37.1980676328502
"C7520-836C-A1472",112,"18:10","19:6",24,"2021-12-02",12,21,"6595035885","858167612619769","192.6.9.89","10.9387","79.9517","http://helpfulhub.com/346 01/","Jio",2,"Chrome","Internet Explorer",47,"Facebook",21,39,"vegetables delivery","Moderate",41.3145539906103
"CA6ED-7B1B-57A4F",113,"1:10","2:3",13,"2021-11-27",1,14,"7891269199","757193652955976","192.183.198.173","11.3616","80.6046","http://www.iei.net/~bkos1 /velneko.htm","Airtel",3,"Internet Explorer","Internet Explorer",42,"Twitter, Google",47,4,"velneko","Moderate",43.4977578475336
"3C431-0504-8BB6C",114,"12:0","12:21",8,"2021-11-29",5,39,"7644983122","923974685319478","192.97.72.214","11.8180","78.7127","https://www.floydhub.com/ shawon100/projects/screen shot-to-code-in-keras","Vodafone",3,"Chrome","Chrome",53,"Whatsapp, Youtube",23,49,"football game players","Yes",37.4449339207048
"C7520-836C-A1472",115,"5:7","6:6",20,"2021-12-01",1,26,"6595035885","858167612619769","192.19.109.83","10.9742","79.8215","http://darkkaminari.net","Airtel",3,"Safari","Safari (in-app)",60,"Twitter",6,33,"dark kaminari","Moderate",41.3145539906103
"CA6ED-7B1B-57A4F",116,"11:26","11:59",9,"2021-12-01",1,16,"7891269199","757193652955976","192.247.5.150","10.1594","79.8904","http://www.hirameki-int.c om","Jio",3,"Safari","Internet Explorer",46,"Whatsapp, Youtube, LinkedIn",24,7,"hirameki","Moderate",43.4977578475336
"83FEF-5CDB-E7FFD",117,"16:29","17:1",9,"2021-11-27",1,14,"6518457740","964635411881574","192.175.45.3","10.1172","80.3839","http://www9.kinghost.com/ fetish/hentaibee/","Airtel",2,"Chrome","BlackBerry",37,"Facebook",28,28,"king host","Yes",37.10407239819
"3C431-0504-8BB6C",118,"2:33","3:13",12,"2021-11-27",1,23,"7644983122","923974685319478","192.210.22.163","11.9802","80.7224","http://www.asahi-net.or.j p/~uz9y-ab/yaoicomic.htm","Airtel",3,"Safari","Android Browser",51,"Whatsapp",5,31,"asahi yaoicomic","Yes",37.4449339207048
"C7520-836C-A1472",119,"2:30","3:2",6,"2021-12-04",2,14,"6595035885","858167612619769","192.133.177.121","10.9602","77.3929","https://www.youtube.com/w atch?v=gZwr8WYeywA","Airtel",3,"Safari","Internet Explorer",66,"Whatsapp",45,2,"arts tutors info","Moderate",41.3145539906103
"1458A-BF33-B8424",120,"20:58","21:10",24,"2021-12-04",3,30,"8378841539","758568075794728","192.29.66.236","11.9827","80.3821","https://www.hackerrank.co m/challenges/swap-case/pr oblem","Airtel",3,"Safari","UC Browser",37,"Whatsapp, Google",23,1,"marketing agencies","Yes",37.2641509433962
"BAB50-C0DD-3523D",121,"2:15","3:8",24,"2021-12-05",12,25,"6680325694","349032824488688","192.127.85.202","10.4629","77.8913","https://www.youtube.com/w atch?v=Oi6pmLgi2lc","Vodafone",1,"Firefox","BlackBerry",31,"Whatsapp",30,29,"online shopping ","Moderate",41.8103448275862
"BAB50-C0DD-3523D",122,"9:3","9:38",7,"2021-11-27",13,23,"6680325694","349032824488688","192.159.106.175","10.6344","77.9754","https://web.facebook.com/ ashadullah.shawon","Jio",1,"Chrome","Internet Explorer",57,"Twitter, Instagram",8,50,"covid 19 affected in india","Moderate",41.8103448275862
"4020A-B6A7-FAA55",123,"8:20","8:31",23,"2021-12-06",9,31,"6263256529","764701507641452","192.114.13.108","11.5225","80.5021","https://gist.github.com/r m-hull/bd60aed44024e9986e 3c","Airtel",1,"Chrome","UC Browser",44,"Facebook, Instagram",32,33,"house rework","Moderate",44.6511627906977
"3C431-0504-8BB6C",124,"12:15","12:48",18,"2021-12-01",3,31,"7644983122","923974685319478","192.221.154.68","10.4167","79.4384","http://codeforces.com/pro file/nadyushka228","Airtel",2,"Firefox","Safari (in-app)",65,"Twitter",50,48,"download oganization projects","Yes",37.4449339207048
"3C431-0504-8BB6C",125,"7:49","8:7",16,"2021-11-27",13,19,"7644983122","923974685319478","192.186.216.144","10.9134","79.8595","https://www.quora.com/ans wer","Airtel",2,"Chrome","Android Browser",37,"Facebook, Youtube, LinkedIn",11,9,"villege complaints","Yes",37.4449339207048
"1458A-BF33-B8424",126,"4:4","4:34",16,"2021-12-02",11,10,"8378841539","758568075794728","192.248.169.168","10.1375","80.1705","https://github.com/shawon 100","Airtel",2,"Firefox","BlackBerry",57,"Whatsapp, Instagram",48,22,"birds information","Yes",37.2641509433962
"CA6ED-7B1B-57A4F",127,"9:16","9:51",1,"2021-11-30",1,14,"7891269199","757193652955976","192.113.89.180","11.7487","78.8943","http://community.livejour nal.com/jrockyaoi/","Jio",1,"Firefox","UC Browser",31,"Twitter",49,49,"community live journal","Moderate",43.4977578475336
"BAB50-C0DD-3523D",128,"18:58","19:54",23,"2021-12-02",3,17,"6680325694","349032824488688","192.146.124.229","10.5421","78.4064","https://www.linkedin.com/","Airtel",1,"Chrome","Chrome",45,"Whatsapp, Google, TikTok",7,39,"online shopping ","Moderate",41.8103448275862
"CC4FB-160A-5C245",129,"4:22","5:19",16,"2021-11-29",4,21,"8905366896","111473011332166","192.192.120.5","11.1427","80.6373","https://www.linkedin.com/ messaging/thread/63749286 43759570944/","Vodafone",3,"Firefox","Chrome",51,"Twitter, Google, Snapchat",22,4,"learn programmings","Yes",37.1980676328502
"CA6ED-7B1B-57A4F",130,"1:14","1:44",22,"2021-11-29",1,30,"7891269199","757193652955976","192.143.182.242","10.8963","78.8477","http://www.angelfire.com/ me3/mandaplay/index.html","Jio",2,"Safari","Android Browser",65,"Facebook",4,28,"mandaplay","Moderate",43.4977578475336
"E56CD-C315-7CC77",131,"13:20","13:54",13,"2021-12-02",2,27,"6504744692","309982927235824","192.88.20.50","11.4848","79.3367","https://console.developer s.google.com/apis/dashboa rd?project=appcontest-195 620","Vodafone",2,"Firefox","BlackBerry",53,"Whatsapp, Google, Snapchat",18,32,"music director appointments","Yes",31.4159292035398
"CC4FB-160A-5C245",132,"9:47","10:46",2,"2021-11-27",5,21,"8905366896","111473011332166","192.129.24.88","11.8521","78.1749","https://www.youtube.com/w atch?v=j7A51Msml44&featur e=share","Airtel",2,"Safari","Internet Explorer",49,"Twitter",28,36,"football game players","Yes",37.1980676328502
"BAB50-C0DD-3523D",133,"10:32","11:11",14,"2021-12-06",13,39,"6680325694","349032824488688","192.217.47.117","11.5318","78.7662","https://web.facebook.com/ ruetcsememes/","Airtel",3,"Safari","UC Browser",34,"Twitter",49,30,"covid 19 affected in india","Moderate",41.8103448275862
"CC4FB-160A-5C245",134,"12:50","13:36",18,"2021-12-01",1,29,"8905366896","111473011332166","192.121.87.116","11.6841","77.2008","http://www.discarnate.com /boysnextdoor/","Airtel",1,"Firefox","Chrome",45,"Twitter",30,0,"boysnextdoor","Yes",37.1980676328502
"C7520-836C-A1472",135,"2:55","3:45",2,"2021-11-30",1,15,"6595035885","858167612619769","192.206.101.134","11.1738","79.5212","http://www.angelfire.com/ journal/coldlemonade/inde x.html","Airtel",2,"Internet Explorer","BlackBerry",63,"Whatsapp, Google, TikTok",41,25,"angel fire","Moderate",41.3145539906103
"C7520-836C-A1472",136,"3:32","3:57",7,"2021-12-02",11,29,"6595035885","858167612619769","192.187.211.139","11.9073","79.2425","https://github.com/shawon 100","BSNL",3,"Firefox","Chrome",58,"Facebook, Youtube",40,47,"birds information","Moderate",41.3145539906103
"CA6ED-7B1B-57A4F",137,"3:0","3:13",14,"2021-11-29",13,40,"7891269199","757193652955976","192.199.246.201","10.9465","77.4534","https://archive.org/detai ls/all-archive-metadata-1 2-2015","Airtel",1,"Internet Explorer","Chrome",37,"Twitter",13,32,"latest movies","Moderate",43.4977578475336
"4020A-B6A7-FAA55",138,"5:26","6:15",14,"2021-12-04",5,25,"6263256529","764701507641452","192.29.210.169","10.4507","79.5941","https://www.youtube.com/w atch?v=cCnxv2h15Tc&featur e=youtu.be","BSNL",3,"Safari","Chrome",38,"Facebook, Youtube, LinkedIn",10,34,"game download","Moderate",44.6511627906977
"83FEF-5CDB-E7FFD",139,"1:18","1:30",5,"2021-11-28",13,34,"6518457740","964635411881574","192.19.0.19","11.5064","78.9726","https://www.quora.com/ans wer","Airtel",3,"Internet Explorer","Internet Explorer",70,"Facebook, Google, LinkedIn",33,30,"villege complaints","Yes",37.10407239819
"BAB50-C0DD-3523D",140,"6:6","6:26",1,"2021-12-03",1,35,"6680325694","349032824488688","192.21.158.24","10.6889","79.4063","http://www.cursedmoons.co m/","Airtel",1,"Chrome","BlackBerry",32,"Whatsapp, Instagram",0,44,"cursedmoons","Moderate",41.8103448275862
"C7520-836C-A1472",141,"20:33","21:6",21,"2021-12-06",4,30,"6595035885","858167612619769","192.250.229.189","11.6283","78.6924","http://codeforces.com/sea rch?query=compilers","Airtel",3,"Safari","UC Browser",44,"Whatsapp",47,18,"c example program","Moderate",41.3145539906103
"BAB50-C0DD-3523D",142,"21:58","22:32",9,"2021-11-28",7,27,"6680325694","349032824488688","192.132.65.16","11.6254","80.7384","https://data.world/datase ts/google-analytics","Vodafone",1,"Opera","UC Browser",58,"Facebook",45,16,"online examination","Moderate",41.8103448275862
"42373-2D80-364D0",143,"2:51","3:15",24,"2021-12-06",4,30,"6826592916","551609031324661","192.36.26.208","10.1752","78.9233","https://www.youtube.com/w atch?v=RJef6ruAza8","Jio",2,"Chrome","Android Browser",54,"Twitter, Youtube, TikTok",21,0,"Artificial intelligence functionalites","Yes",34.1463414634146
"3C431-0504-8BB6C",144,"6:19","6:54",21,"2021-11-29",1,12,"7644983122","923974685319478","192.114.23.40","10.1405","79.3045","http://onami.free.fr/","Vodafone",1,"Internet Explorer","Android Browser",62,"Facebook",34,31,"onami free sites","Yes",37.4449339207048
"CA6ED-7B1B-57A4F",145,"16:34","17:13",2,"2021-12-04",8,34,"7891269199","757193652955976","192.227.116.237","10.2975","77.7074","https://zenodo.org/record /56198#.WpsHzHxxXIV","Vodafone",3,"Opera","Internet Explorer",70,"Whatsapp, Youtube, LinkedIn",18,48,"today news in tamilnadu","Moderate",43.4977578475336
"4020A-B6A7-FAA55",146,"20:33","21:14",22,"2021-11-27",1,15,"6263256529","764701507641452","192.205.225.118","10.1085","80.9508","http://www.geocities.com/ hushie_hush/","Airtel",1,"Firefox","Internet Explorer",60,"Whatsapp, Google, TikTok",20,41,"geocities hushie","Moderate",44.6511627906977
"4020A-B6A7-FAA55",147,"13:52","14:29",15,"2021-12-03",12,34,"6263256529","764701507641452","192.227.255.46","10.8243","80.8544","https://www.floydhub.com/ projects","Vodafone",1,"Opera","BlackBerry",36,"Facebook, Google",33,8,"medicine shopping","Moderate",44.6511627906977
"83FEF-5CDB-E7FFD",148,"4:28","5:22",5,"2021-11-27",12,39,"6518457740","964635411881574","192.184.139.166","10.2804","78.7555","https://shoppurplehaze.co m/giftloyalty/admin/users /usermaint.php#","Airtel",2,"Opera","UC Browser",66,"Facebook, Instagram",25,26,"latest mobile","Yes",37.10407239819
"42373-2D80-364D0",149,"4:28","5:18",9,"2021-12-03",6,21,"6826592916","551609031324661","192.131.162.238","11.5633","78.2238","https://www.youtube.com/w atch?v=4MN08dN67yc","BSNL",2,"Safari","Chrome",65,"Twitter, Instagram, TikTok",42,17,"eye speciality hospitals in tamilnadu","Yes",34.1463414634146
"BAB50-C0DD-3523D",150,"9:16","9:27",1,"2021-11-28",13,23,"6680325694","349032824488688","192.231.245.54","11.7315","78.6350","https://www.youtube.com/","BSNL",2,"Chrome","Android Browser",57,"Twitter, Instagram, Snapchat",14,43,"tv shows","Moderate",41.8103448275862
"4020A-B6A7-FAA55",151,"13:33","14:22",25,"2021-11-30",6,24,"6263256529","764701507641452","192.253.153.138","10.6928","77.1778","https://www.coursera.org/ learn/python/supplement/A tKA1/textbook-python-for- everybody-exploring-data- in-python-3","Airtel",3,"Internet Explorer","Safari (in-app)",45,"Twitter, Youtube",12,30,"chat with online health care","Moderate",44.6511627906977
"CA6ED-7B1B-57A4F",152,"15:17","16:3",1,"2021-12-03",5,12,"7891269199","757193652955976","192.163.239.75","11.4739","80.4474","https://python.howtocode. com.bd/dictionary-functio n.html","Jio",1,"Internet Explorer","Internet Explorer",55,"Twitter",16,38,"football game players","Moderate",43.4977578475336
"3C431-0504-8BB6C",153,"7:18","7:49",10,"2021-11-29",1,25,"7644983122","923974685319478","192.101.34.87","11.8202","78.2199","http://www.three-musketee rs.net/mike/animeopinions .html","Jio",3,"Chrome","BlackBerry",67,"Facebook",10,46,"three musketeers animeopinion","Yes",37.4449339207048
"C7520-836C-A1472",154,"3:8","3:21",4,"2021-11-30",3,39,"6595035885","858167612619769","192.83.225.172","10.9345","79.9952","https://csacademy.com/con test/round-68/","Vodafone",2,"Firefox","Android Browser",49,"Facebook",46,8,"marketing agencies","Moderate",41.3145539906103
"C7520-836C-A1472",155,"19:52","20:17",6,"2021-11-28",4,27,"6595035885","858167612619769","192.254.64.176","10.2491","79.5543","https://www.coursera.org/ learn/python/home/week/1","Vodafone",2,"Internet Explorer","UC Browser",56,"Facebook, Google, Snapchat",36,43,"cloud computing usage","Moderate",41.3145539906103
